['Treatment' 0.047790195664771024]
['APH1B' 1.3410912119840237e-07]
['MEF2C' 1.3400361782474314e-07]
['STXBP5L' 1.3336755251101497e-07]
['PHEX' 1.331611043128046e-07]
['CDIPT' 1.33133152320826e-07]
['SLC25A32' 1.329777971581339e-07]
['OR8U1' 1.3287971857771847e-07]
['CLEC1A' 1.3223654794971652e-07]
['SLC18A3' 1.3223654794971652e-07]
['SNIP' 1.3219013618282188e-07]
['C1orf144' 1.3203362594313222e-07]
['ATPAF1' 1.3147943986254094e-07]
['MRPL21' 1.314587301250097e-07]
['TST' 1.313216133613077e-07]
['ANKZF1' 1.313077576569791e-07]
['WNT7B' 1.3110338578137739e-07]
['KIAA0329' 1.309984155893259e-07]
['TLE6' 1.3087991534308686e-07]
['ZNF44' 1.3047236178557495e-07]
['PCBD1' 1.297806170294216e-07]
['ATP5A1' 1.2948178795687088e-07]
['METTL6' 1.293663883322429e-07]
['C3orf33' 1.2934913726905252e-07]
['HAS1' 1.2920075210946272e-07]
['PTDSS2' 1.290901518379269e-07]
['SKP2' 1.289341798720594e-07]
['CRIPAK' 1.289341798720594e-07]
['ZBTB12' 1.2868683006436027e-07]
['GPD1L' 1.2849038867064036e-07]
['DTWD2' 1.282861685756122e-07]
['RDH14' 1.2821398393774407e-07]
['B3GALT1' 1.2809076583974915e-07]
['TRADD' 1.2809076583974915e-07]
['OR10T2' 1.28081220047592e-07]
['NCKAP1' 1.2763733867878952e-07]
['MCAT' 1.2708020280013174e-07]
['SYNGR4' 1.270596048559829e-07]
['TMEM184A' 1.2682014319184212e-07]
['CCDC86' 1.267912092829131e-07]
['NAT11' 1.267180509894834e-07]
['TXNDC2' 1.267180509894834e-07]
['THAP9' 1.2671744357003107e-07]
['LTK' 1.266680262031779e-07]
['PRRX2' 1.265197443413563e-07]
['NOTCH2' 1.2651832135740804e-07]
['ZCCHC5' 1.2649313987622638e-07]
['TM2D2' 1.2576075898077477e-07]
['INHBB' 1.2568681171395233e-07]
['TMEM111' 1.2557917162992543e-07]
['KLC3' 1.2554299897147325e-07]
['GCNT3' 1.2554299897147325e-07]
['C9orf105' 1.2548867623252408e-07]
['HECW1' 1.2526451019559375e-07]
['KIAA1751' 1.2525782508166152e-07]
['KRTAP5-8' 1.2511398127989926e-07]
['GYPA' 1.2511398127986255e-07]
['MRPL42' 1.2490843627802307e-07]
['PML' 1.2490843627802307e-07]
['GBP5' 1.2467789119154417e-07]
['C14orf109' 1.2450730251894207e-07]
['RARG' 1.243394895927314e-07]
['IQSEC2' 1.242661145680546e-07]
['LOC441046' 1.2339410442560018e-07]
['NOLA3' 1.2335077312382034e-07]
['CCDC37' 1.2323910303994159e-07]
['ITFG1' 1.2313721569112672e-07]
['UAP1L1' 1.2312437208569005e-07]
['ZNF214' 1.230462200656788e-07]
['LOXL4' 1.228871637405791e-07]
['HOXC12' 1.2261464936468078e-07]
['MDH1' 1.2256805474087645e-07]
['RAD54L2' 1.2256805474087645e-07]
['PPYR1' 1.222533573547438e-07]
['CHRNB2' 1.2218079247161716e-07]
['GOLSYN' 1.2203559617431714e-07]
['TDRKH' 1.2185760645300897e-07]
['TMEM14C' 1.2164932894990407e-07]
['MAGEA12' 1.2156773541966706e-07]
['MLX' 1.212600488262354e-07]
['CCDC110' 1.2103042017944645e-07]
['CTAGE6' 1.209968061859581e-07]
['TRGV5' 1.1990017951170573e-07]
['PIGX' 1.1952932413848745e-07]
['NUPL2' 1.1936750277694246e-07]
['SOCS7' 1.1915472960616212e-07]
['CHURC1' 1.1879924425251961e-07]
['MRFAP1' 1.1871642736901879e-07]
['PDXP' 1.187164273689911e-07]
['ATG7' 1.1871144120832934e-07]
['C9orf62' 1.1863558215912785e-07]
['CA13' 1.1852979780568986e-07]
['XCR1' 1.1852312816233816e-07]
['POLD4' 1.1820248636278915e-07]
['ADCY4' 1.1776862275654794e-07]
['C9orf97' 1.1771833917941011e-07]
['TEKT3' 1.1755609218245738e-07]
['DCAKD' 1.1754359817752578e-07]
['CPNE3' 1.1736799897244682e-07]
['PIK3CB' 1.170995496845865e-07]
['LAMP2' 1.1700538430558687e-07]
['MRPL30' 1.1694405014301247e-07]
['CCL23' 1.1685582782109406e-07]
['GSTM4' 1.1623516347317427e-07]
['SPG3A' 1.1621709783535332e-07]
['UNQ338' 1.1602133527410203e-07]
['RIBC1' 1.1601258627404565e-07]
['PRLHR' 1.1584487600599096e-07]
['ALDOB' 1.1575989283259374e-07]
['FBP1' 1.1571106974545119e-07]
['GABRG2' 1.1557818252103775e-07]
['PLOD2' 1.154792835957014e-07]
['CA8' 1.1544833479299538e-07]
['ODC1' 1.1519269815760753e-07]
['UNQ2541' 1.1510966841607058e-07]
['C1orf26' 1.1500469358534916e-07]
['GPR141' 1.1492090834663654e-07]
['CEP152' 1.144943498596336e-07]
['HDAC6' 1.144943498596336e-07]
['MARK4' 1.143767194493346e-07]
['NFKBIL2' 1.1417241927518774e-07]
['ZNF649' 1.14020288793378e-07]
['FLJ10357' 1.1384032071085162e-07]
['DSP' 1.1384032071085162e-07]
['PENK' 1.13326520615911e-07]
['PXK' 1.1308071125694534e-07]
['HESX1' 1.127465595150219e-07]
['CYP1B1' 1.1262892339452863e-07]
['ATP6V1D' 1.125972745962566e-07]
['DMC1' 1.1257239199417944e-07]
['SP7' 1.1247937596321143e-07]
['UNC5D' 1.122079594754656e-07]
['UBE4B' 1.1204928653395547e-07]
['TRIT1' 1.1162814687204619e-07]
['PITX2' 1.1140337188951029e-07]
['LOC401052' 1.1100524691557144e-07]
['ITGAM' 1.1098145783818048e-07]
['ZNF467' 1.1096089716150637e-07]
['GSTM2' 1.1080589976991278e-07]
['GLT8D2' 1.1079092052307612e-07]
['IMPDH1' 1.1068445097394779e-07]
['RAB13' 1.1063148916606508e-07]
['CHN1' 1.1020321378464639e-07]
['SOX21' 1.098400599359896e-07]
['ZNF274' 1.0945530283657035e-07]
['LOC51145' 1.0944498351628845e-07]
['OR52L1' 1.0934819042047485e-07]
['BCKDHB' 1.0928415751555583e-07]
['GNPTG' 1.0917355103496949e-07]
['OR5I1' 1.0914740083962616e-07]
['FMNL1' 1.0914740083962616e-07]
['GPR4' 1.0913053619800811e-07]
['ATP7B' 1.0887223001213478e-07]
['FHOD3' 1.0885509336280382e-07]
['ZNF480' 1.0881574059464354e-07]
['C10orf137' 1.087882142670126e-07]
['CCS' 1.0808090135452569e-07]
['ARX' 1.075716582408858e-07]
['UHRF1' 1.0756171699148838e-07]
['C1orf101' 1.0735578635565154e-07]
['REG3A' 1.0710660076732316e-07]
['CAPN3' 1.0690332139029126e-07]
['AZI2' 1.0662314442608409e-07]
['ATG5' 1.0648157140125786e-07]
['LRRC29' 1.0597401092616359e-07]
['PLAU' 1.0592589413455852e-07]
['PLTP' 1.056539726646504e-07]
['GUCA1A' 1.0522060061740301e-07]
['TOP2B' 1.0484953416679607e-07]
['ATF6' 1.0484953416679607e-07]
['YTHDC2' 1.0469036764187478e-07]
['KCNB1' 1.0460302888665266e-07]
['ARL4D' 1.0443668569636812e-07]
['SMAD1' 1.0443668569636812e-07]
['CEACAM7' 1.0413244264282133e-07]
['SH3RF1' 1.0398299318995071e-07]
['LOC219854' 1.0387765247780045e-07]
['C1orf182' 1.0384920629697531e-07]
['DCX' 1.0384920629697531e-07]
['SPINK4' 1.0374578823854954e-07]
['KDELR2' 1.0366296536462251e-07]
['SMCR7L' 1.0366296536445298e-07]
['C16orf46' 1.0333076903003515e-07]
['ZNF556' 1.0332726916592804e-07]
['FOXO1' 1.0332726916592804e-07]
['PLCD3' 1.0300466962702995e-07]
['LILRA5' 1.0298171588804332e-07]
['BRPF3' 1.0217247620586129e-07]
['DCST2' 1.021579276423463e-07]
['EPHA4' 1.0211666128169232e-07]
['KLHL14' 1.020433951670355e-07]
['OR6K3' 1.0176606264225401e-07]
['LMX1A' 1.017056020979013e-07]
['HEXIM2' 1.0167845782799774e-07]
['CYP2A13' 1.0124497972412538e-07]
['IL29' 1.0124497972412538e-07]
['RP5-1103G7.6' 1.0116168496143692e-07]
['DOK5' 1.0099580404745173e-07]
['RBM38' 1.0053658598778146e-07]
['CUZD1' 1.0042836102246565e-07]
['ZNF292' 1.0030438367949737e-07]
['MKL1' 1.0026053768388927e-07]
['CA4' 1.0020356992938795e-07]
['MGC23270' 1.0005932486602947e-07]
['RND3' 1.0003083938610465e-07]
['C19orf20' 1.0003083938599559e-07]
['MGC42105' 9.977713109219205e-08]
['KLKB1' 9.960986004394031e-08]
['AOF1' 9.957502781885576e-08]
['USF2' 9.938824977908635e-08]
['ALPK1' 9.924696912867098e-08]
['SLC25A33' 9.921952336119465e-08]
['SENP3' 9.910546246475709e-08]
['SLC35F4' 9.862267332353084e-08]
['G6PD' 9.860957989687912e-08]
['MGC10334' 9.848081824273671e-08]
['ZNF295' 9.823288911079964e-08]
['C20orf69' 9.790456368170926e-08]
['CRELD1' 9.775217562799249e-08]
['TMEM180' 9.773406478886033e-08]
['TRAF3' 9.772233742594821e-08]
['CPXCR1' 9.712990206236228e-08]
['PCK1' 9.712990206236228e-08]
['PSMC1' 9.711134096761403e-08]
['ZNF213' 9.703467579916577e-08]
['PECR' 9.703467579916577e-08]
['BDH2' 9.680555610677494e-08]
['B4GALNT4' 9.615667249718071e-08]
['KLHDC1' 9.611885858753422e-08]
['TMCO5' 9.607432488805972e-08]
['PTPN18' 9.606807437981188e-08]
['FRS2' 9.600559667227231e-08]
['FAM77D' 9.591381801503379e-08]
['ZFP106' 9.586625616018447e-08]
['ESAM' 9.552461381564133e-08]
['OR1C1' 9.546285490596323e-08]
['GLTSCR2' 9.533496657604924e-08]
['FAM106A' 9.510521215783426e-08]
['FRYL' 9.49789325153195e-08]
['MBNL3' 9.495504699344214e-08]
['TBL1XR1' 9.495008869820902e-08]
['BUB1' 9.46546050469503e-08]
['C1orf217' 9.460414463505214e-08]
['ZNF35' 9.444113099172443e-08]
['CARKL' 9.444113099172443e-08]
['C14orf172' 9.437811647951619e-08]
['CTDSP2' 9.430758309192413e-08]
['C17orf88' 9.422699401036879e-08]
['MTCH1' 9.422305906612078e-08]
['GRB2' 9.415724922861408e-08]
['DFNA5' 9.391420215881482e-08]
['CAPN11' 9.360022672472572e-08]
['FAM46C' 9.331045582552731e-08]
['STK31' 9.307383187303299e-08]
['KCNAB3' 9.290239950917853e-08]
['NTN1' 9.289205497563123e-08]
['ALDH16A1' 9.28194838492143e-08]
['RPL23' 9.268375965475355e-08]
['JMJD2B' 9.268021511581518e-08]
['IDH3A' 9.255159964216568e-08]
['HECW2' 9.253868148438521e-08]
['ZNF791' 9.253868148438521e-08]
['DYNLT1' 9.253868148438521e-08]
['CORO2A' 9.252270384565969e-08]
['DKFZp667G2110' 9.238480089604465e-08]
['ZNF692' 9.221797719542541e-08]
['ADCYAP1R1' 9.216537280541112e-08]
['IRGC' 9.141626675638219e-08]
['ADCY3' 9.140616080862551e-08]
['KCNK12' 9.1135325998438e-08]
['FCHSD1' 9.099167661730508e-08]
['OBSL1' 9.069703830504869e-08]
['USP36' 9.064654691861782e-08]
['VPS36' 9.051777116544643e-08]
['GLI2' 9.00857634867702e-08]
['ERCC6L' 8.990432604750596e-08]
['ZNF452' 8.959880621189739e-08]
['THRAP3' 8.937497317607676e-08]
['LMO1' 8.93713425552814e-08]
['TUSC2' 8.936752093808629e-08]
['MGC87042' 8.925537606987216e-08]
['OTX1' 8.858423923921627e-08]
['CNBP' 8.832805068880239e-08]
['RBM16' 8.79847184459261e-08]
['MGA' 8.752355174013036e-08]
['LIMK2' 8.748587722858318e-08]
['CUBN' 8.719252702620319e-08]
['HLA-DPB2' 8.71763726048785e-08]
['FUT9' 8.717528039489231e-08]
['C1orf32' 8.701808285661221e-08]
['AARS2' 8.70058444132111e-08]
['TGFB1I1' 8.693880145822656e-08]
['MOBP' 8.666501750575785e-08]
['ARL4C' 8.665841804414528e-08]
['COL21A1' 8.665841804414528e-08]
['AKR1CL2' 8.660946269677605e-08]
['SMTNL2' 8.641627193809278e-08]
['ACSS1' 8.59598321015017e-08]
['PFKL' 8.59598321015017e-08]
['CACNG1' 8.590040574209669e-08]
['GSTCD' 8.590040574209669e-08]
['IFT122' 8.57825395870011e-08]
['PPT1' 8.562931445638044e-08]
['GRPR' 8.551176097022733e-08]
['ERP27' 8.538024053317543e-08]
['LOC644186' 8.538024053313871e-08]
['FAM120C' 8.530502380986245e-08]
['HLA-F' 8.513136707917388e-08]
['TNFAIP8L2' 8.507390657374424e-08]
['KBTBD5' 8.504829981097839e-08]
['NUDT2' 8.499489046193446e-08]
['SPECC1L' 8.499489046193446e-08]
['ZNF354A' 8.484032727421788e-08]
['SLC24A2' 8.468693499811608e-08]
['FAM54A' 8.459847396678458e-08]
['TFR2' 8.457775689631825e-08]
['FOXJ3' 8.456208692124636e-08]
['GPX2' 8.442929399567503e-08]
['LOC285735' 8.424544744777014e-08]
['SF3B3' 8.41335872800062e-08]
['CBS' 8.404037881754142e-08]
['RAC1' 8.394523923764308e-08]
['HEATR6' 8.387874432544479e-08]
['C14orf121' 8.384050598718917e-08]
['LAG3' 8.381917247284123e-08]
['HSD17B11' 8.369995184247763e-08]
['ZEB1' 8.3580698473724e-08]
['DSG4' 8.345651498152673e-08]
['DNAJC15' 8.342782808745611e-08]
['BTBD9' 8.32086913495725e-08]
['DPPA2' 8.32086913495725e-08]
['SPAR' 8.285943866334982e-08]
['CUGBP2' 8.285943866334982e-08]
['C9orf125' 8.284407637870307e-08]
['KRT33A' 8.256063195142207e-08]
['C15orf15' 8.256013017642853e-08]
['SOHLH1' 8.240291283050275e-08]
['CCDC93' 8.227748554494525e-08]
['ARFIP2' 8.227748554494525e-08]
['TRIM47' 8.215940202662773e-08]
['GARNL4' 8.212376277397293e-08]
['PRKDC' 8.209147712741782e-08]
['SLC25A29' 8.209147712741782e-08]
['PPIL1' 8.205369386427679e-08]
['PSG8' 8.205369386427679e-08]
['TTC35' 8.197809013743946e-08]
['UBE2G1' 8.197809013743946e-08]
['CPLX4' 8.197809013743946e-08]
['ALG10' 8.197809013743946e-08]
['OGFRL1' 8.17729883135444e-08]
['RBMX2' 8.168789675442529e-08]
['ARRDC2' 8.157660515796488e-08]
['ITIH2' 8.151153070892541e-08]
['C22orf15' 8.150634158969491e-08]
['KCTD6' 8.118604389428129e-08]
['NFKB2' 8.075919804414715e-08]
['RNF207' 8.073010265560302e-08]
['KIAA0467' 8.071785221746802e-08]
['SON' 8.071785221739348e-08]
['ZNF364' 8.047867363814686e-08]
['PPP1R16A' 8.044783055971594e-08]
['RAB8B' 8.044783055971594e-08]
['EMID1' 8.03475193417429e-08]
['ZNF302' 8.033744602320603e-08]
['AHSA1' 8.0083509882059e-08]
['ANKIB1' 7.99960333622719e-08]
['FNBP1' 7.987621475790101e-08]
['ASB5' 7.987219347176002e-08]
['SLC36A4' 7.985877171723234e-08]
['MTP18' 7.969504512970354e-08]
['GPR172B' 7.92528463640473e-08]
['KLK9' 7.906237792705772e-08]
['CFP' 7.898099960928015e-08]
['LINGO2' 7.895739978133396e-08]
['CLCA2' 7.844052005661196e-08]
['YTHDF3' 7.805845578333005e-08]
['FBXO2' 7.7913742140744e-08]
['EDC4' 7.753968324735998e-08]
['COG2' 7.744109178565568e-08]
['RASGRP2' 7.732753487180407e-08]
['TSPAN4' 7.688067576969411e-08]
['POLA1' 7.674355873067214e-08]
['OAS2' 7.638130832353283e-08]
['hCG_1657980' 7.624403210177597e-08]
['PLA2G2F' 7.616314808548157e-08]
['MAP3K4' 7.593373479308948e-08]
['NAP5' 7.576215249524127e-08]
['ENDOD1' 7.576215249524127e-08]
['RQCD1' 7.574837601129042e-08]
['FAHD2A' 7.574685303558878e-08]
['LOC153222' 7.56057152862047e-08]
['RPLP0' 7.537703502641803e-08]
['ZFP1' 7.522828775961851e-08]
['CTBP1' 7.515267744705805e-08]
['FPRL1' 7.507440240346026e-08]
['CRLF3' 7.495419731535435e-08]
['OR10V1' 7.493678819751919e-08]
['KCNA2' 7.493678819751919e-08]
['BAHD1' 7.464209627339925e-08]
['PEPD' 7.463635860221975e-08]
['TDGF1' 7.440886237134524e-08]
['STK11IP' 7.400288062412333e-08]
['R3HDM1' 7.398597452129364e-08]
['SCN8A' 7.394553569531796e-08]
['KLHL29' 7.386361419510476e-08]
['FAM81A' 7.369761422662191e-08]
['ZNF354B' 7.357004018078856e-08]
['VPRBP' 7.315716329553737e-08]
['LCE3B' 7.314363143017535e-08]
['TAAR2' 7.296109975743492e-08]
['PDK1' 7.292004639585958e-08]
['CENTA1' 7.26622643048408e-08]
['TMEM55A' 7.266226430474944e-08]
['KIR2DL1' 7.24710156343324e-08]
['CP110' 7.215779808977506e-08]
['HINT2' 7.215779808962594e-08]
['HOXB13' 7.20510557848589e-08]
['NUMBL' 7.204043230140452e-08]
['INTS6' 7.186135180688029e-08]
['PCSK1N' 7.186135180658329e-08]
['ARRDC3' 7.184072035812527e-08]
['DYM' 7.175504803189447e-08]
['FLJ36874' 7.144892265816554e-08]
['PMF1' 7.140440051154877e-08]
['PRSS12' 7.140440051154877e-08]
['MRPL52' 7.1328909118414e-08]
['GFPT2' 7.127890368158443e-08]
['OR4D5' 7.101511638413586e-08]
['ARHGEF3' 7.100107978480089e-08]
['WDFY2' 7.100107978480089e-08]
['EPB41L2' 7.100107978480089e-08]
['HGFAC' 7.072255608727088e-08]
['RCSD1' 7.061793692145371e-08]
['LCE2D' 7.043565161913062e-08]
['EVPL' 7.043565161913062e-08]
['SNAI1' 7.030901369730929e-08]
['C3orf19' 7.026099540638798e-08]
['TAS2R43' 7.026099540638798e-08]
['SLC5A3' 7.012291966892011e-08]
['PEX13' 6.985783822456012e-08]
['C12orf42' 6.980537390477234e-08]
['CA6' 6.980537390477234e-08]
['CBX5' 6.966267574951744e-08]
['OR5AK2' 6.955207815651856e-08]
['MGAT1' 6.944419757979877e-08]
['WDR12' 6.93845803691639e-08]
['MFI2' 6.930492170205048e-08]
['TGM4' 6.928967436957781e-08]
['ICT1' 6.918986455427216e-08]
['NUP93' 6.909799502195823e-08]
['ATP1B4' 6.909799502195823e-08]
['C17orf71' 6.902144393120344e-08]
['OLFM2' 6.902144393120344e-08]
['DCTN4' 6.902144393120344e-08]
['CXorf23' 6.901864011844964e-08]
['OTC' 6.860606465331743e-08]
['LRRC40' 6.85552046382418e-08]
['NUP210L' 6.791568289532041e-08]
['NCK2' 6.773811416253461e-08]
['TLL1' 6.765394807504287e-08]
['FLNB' 6.757359896806538e-08]
['SDF4' 6.755628064172886e-08]
['TTC28' 6.755628064167223e-08]
['BARX1' 6.75434351964753e-08]
['SLC10A7' 6.753342441457665e-08]
['MYL5' 6.753342441457665e-08]
['C9orf98' 6.747661826600968e-08]
['MCCD1' 6.74676265049574e-08]
['PKD2' 6.734973602824672e-08]
['PDCL' 6.734973602824672e-08]
['SCYL1BP1' 6.734973602824672e-08]
['NELF' 6.715321868339554e-08]
['TRIM32' 6.708937614303873e-08]
['SREBF1' 6.705110599424806e-08]
['NPM3' 6.692522184119986e-08]
['ARMC3' 6.674905297602663e-08]
['GPR77' 6.668265113016057e-08]
['GPR116' 6.660617555134723e-08]
['SLC2A1' 6.645741921496343e-08]
['XKR8' 6.643985928876643e-08]
['FGFR1' 6.643817942940234e-08]
['C3orf21' 6.611518565889072e-08]
['PARP4' 6.611518565884915e-08]
['SLC16A9' 6.603800824238859e-08]
['VPS13C' 6.581824359510634e-08]
['PRKCD' 6.569732266309924e-08]
['TMEM17' 6.569732266306253e-08]
['SH3GLB2' 6.566177273412415e-08]
['KIF12' 6.566080668065384e-08]
['CSAG3A' 6.565499681863588e-08]
['CLCN7' 6.549160043866917e-08]
['CRAT' 6.52430515695059e-08]
['ACTL7B' 6.520166434400373e-08]
['RGN' 6.510093860859546e-08]
['GIT1' 6.507421300991857e-08]
['PLUNC' 6.507333127879688e-08]
['KIAA0999' 6.50356516572297e-08]
['GPI' 6.501656127126697e-08]
['SENP1' 6.501656127126697e-08]
['HIST1H3I' 6.47473512720166e-08]
['HDAC7A' 6.463880578468657e-08]
['HOXC11' 6.463153118247768e-08]
['STOML2' 6.425942095958721e-08]
['TRIM17' 6.425942095958721e-08]
['GCLM' 6.425942095958721e-08]
['CBLN2' 6.4040610023796e-08]
['GPR39' 6.395932923468791e-08]
['C20orf72' 6.342749597744453e-08]
['PSPN' 6.34215651909194e-08]
['POU3F2' 6.34215651909194e-08]
['KIAA2026' 6.317774813730911e-08]
['DYNLT3' 6.302056171125574e-08]
['SBF1' 6.275979782332008e-08]
['UXT' 6.271048829061239e-08]
['KIAA0574' 6.247002454165631e-08]
['FTH1' 6.244905983280843e-08]
['EPM2AIP1' 6.244399124496764e-08]
['C16orf74' 6.243225527360506e-08]
['WDR87' 6.236887571671951e-08]
['TMEM143' 6.234308891818007e-08]
['CEACAM8' 6.227334737345223e-08]
['PSMD12' 6.213631346899065e-08]
['DOPEY1' 6.209184498484688e-08]
['C1orf65' 6.209184498484688e-08]
['BAGE2' 6.18080411615704e-08]
['FBLIM1' 6.17220720048592e-08]
['SLC24A1' 6.170811415871128e-08]
['CREB3L2' 6.170345713201978e-08]
['SORBS2' 6.161955151996612e-08]
['C18orf37' 6.15160694960219e-08]
['C13orf30' 6.15160694960219e-08]
['ARMETL1' 6.140254891144862e-08]
['GOSR2' 6.13838549114741e-08]
['DHCR24' 6.123097432058708e-08]
['RBM11' 6.1196013283198e-08]
['KIAA1147' 6.112975619227118e-08]
['PNKD' 6.10553983713986e-08]
['GPNMB' 6.100857823433148e-08]
['MTHFR' 6.058989114370952e-08]
['RPS6KA3' 6.045545046779799e-08]
['ABHD12B' 6.043137916926697e-08]
['S100A12' 6.042525939818664e-08]
['DGKQ' 6.03058148991135e-08]
['P2RXL1' 6.029691516758225e-08]
['RNF167' 6.026749242786999e-08]
['CST8' 6.025781656979105e-08]
['PRODH2' 5.990414510382447e-08]
['RIT2' 5.986729371999245e-08]
['TRPV1' 5.965270882650713e-08]
['TXK' 5.965270882650713e-08]
['VGLL3' 5.912307623029823e-08]
['CIDEB' 5.911145837959835e-08]
['DPY19L2P3' 5.907881480359029e-08]
['ST18' 5.877179908876289e-08]
['HOXD13' 5.8609988621816564e-08]
['AQP10' 5.8574498986587004e-08]
['TNRC4' 5.8548929442401984e-08]
['RGS14' 5.849043366934727e-08]
['SYNGR2' 5.831541628749779e-08]
['SLC27A2' 5.802980314830612e-08]
['RNUXA' 5.783756441435451e-08]
['ZNF177' 5.774592980034802e-08]
['DLL4' 5.7705931077361096e-08]
['GEM' 5.760521253508923e-08]
['FGD2' 5.753876867040382e-08]
['RCAN3' 5.753876867040382e-08]
['CNN3' 5.747201786579698e-08]
['IL4R' 5.724895891605388e-08]
['ZFAT1' 5.724341023626788e-08]
['CFHR1' 5.720052890637751e-08]
['GRAMD1C' 5.718709490043485e-08]
['GDI2' 5.691140627917426e-08]
['RIPK3' 5.682841493597952e-08]
['HIST1H2BB' 5.674692041075698e-08]
['MAGEC2' 5.6616528530953986e-08]
['LIPK' 5.656021818279198e-08]
['TRIM55' 5.642526962511756e-08]
['CWF19L2' 5.642121581971727e-08]
['ACADSB' 5.642121581971727e-08]
['VSTM2A' 5.636450808527645e-08]
['LAMA4' 5.5905890500736076e-08]
['C1orf51' 5.5905890500736076e-08]
['WIZ' 5.571132883754849e-08]
['BHLHB4' 5.55413134778166e-08]
['FAM58A' 5.55413134778166e-08]
['SMARCA5' 5.5469593581875694e-08]
['SPARCL1' 5.521473335306514e-08]
['HIST1H2AG' 5.512994453695059e-08]
['WSB1' 5.498559879074578e-08]
['KCNH3' 5.4496698228559544e-08]
['MUC20' 5.417260252233313e-08]
['RPL22L1' 5.411834856729402e-08]
['ATF1' 5.408812827967465e-08]
['TRAPPC6A' 5.391420295607806e-08]
['ADAMTSL4' 5.38960138550674e-08]
['LOC643406' 5.3694473737304924e-08]
['CNTFR' 5.363263860645219e-08]
['SLC29A4' 5.3599847995230134e-08]
['SUSD3' 5.353837654305674e-08]
['AKR1C3' 5.350224790908723e-08]
['PCDHGB3' 5.3459177761197536e-08]
['TRIM40' 5.345917776118832e-08]
['ZNF575' 5.308168082265718e-08]
['HEPH' 5.3003157626173965e-08]
['FLJ25778' 5.2964109876755686e-08]
['ANKRD30A' 5.2962947067432136e-08]
['CHN2' 5.276064053703526e-08]
['C19orf6' 5.276064053703526e-08]
['ABHD8' 5.2708251951372215e-08]
['TIMELESS' 5.260198127475073e-08]
['ZNF12' 5.257781462848244e-08]
['TNRC6C' 5.250396894875327e-08]
['GOLGA5' 5.2316830299417164e-08]
['GRIA3' 5.231558372905629e-08]
['DIRC2' 5.216405861740473e-08]
['CASP9' 5.209731008078313e-08]
['YTHDF1' 5.1880135439588036e-08]
['SSH3' 5.18519570360376e-08]
['KIAA1128' 5.184140189094319e-08]
['MGC39545' 5.165942541931969e-08]
['TALDO1' 5.165204348237926e-08]
['IDH3B' 5.1486611558218206e-08]
['ARNT2' 5.141934048325815e-08]
['TMEM77' 5.141596545485185e-08]
['MFAP1' 5.129209283475746e-08]
['C1orf100' 5.11096138989933e-08]
['ADPGK' 5.087885019319265e-08]
['C7orf44' 5.087885019319265e-08]
['EEF1G' 5.087885019319265e-08]
['DAZL' 5.0564011461610764e-08]
['C6orf146' 5.055324343281872e-08]
['GRM5' 5.003217421963531e-08]
['KIAA1045' 5.003217421963531e-08]
['LRRC27' 4.9888565546096026e-08]
['ERC1' 4.982989446659338e-08]
['MMP24' 4.982989446659338e-08]
['KCNJ5' 4.97820119947642e-08]
['ALOX12' 4.955607248079709e-08]
['NEK11' 4.955607248079709e-08]
['OLFML3' 4.9213828023709926e-08]
['CNN1' 4.920363249260423e-08]
['UROC1' 4.886703239443016e-08]
['NOL7' 4.8705538217328184e-08]
['ZNHIT4' 4.867495165012922e-08]
['TNFSF18' 4.8517337899582886e-08]
['ITIH1' 4.835240555709471e-08]
['MAGEE2' 4.835240555709471e-08]
['TGM2' 4.826403387634938e-08]
['TMEM112' 4.824130241690754e-08]
['ADAM28' 4.8117829423317927e-08]
['ERBB3' 4.803716244402986e-08]
['IGF2R' 4.8026182521184125e-08]
['ZNF33B' 4.786533924769785e-08]
['LOC51233' 4.786533924745918e-08]
['USP54' 4.7832184487667785e-08]
['OR2T11' 4.77552177166968e-08]
['PTGES3' 4.77552177166968e-08]
['LENG4' 4.766771162078168e-08]
['SSTR1' 4.7522338928275645e-08]
['HIST1H2AK' 4.732514284500349e-08]
['C14orf65' 4.7285447073433035e-08]
['NIT2' 4.7272713084867044e-08]
['XRCC6BP1' 4.727079275651247e-08]
['FLJ25801' 4.726565685229316e-08]
['C15orf44' 4.713255439277601e-08]
['RTN4' 4.7116769523665e-08]
['PYCR1' 4.685251840622042e-08]
['LRRCC1' 4.669490117954124e-08]
['BIRC6' 4.665087500088777e-08]
['CENTB2' 4.66388514706467e-08]
['FLJ10154' 4.657691404704341e-08]
['SPIN4' 4.656888373864437e-08]
['FAM22D' 4.6489080133715406e-08]
['NCOA1' 4.6480590934353725e-08]
['LYZL1' 4.6468044003826945e-08]
['VAMP8' 4.6326087240254747e-08]
['OAZ3' 4.6214663639978095e-08]
['SUSD4' 4.6214663639978095e-08]
['PFKM' 4.619846263282824e-08]
['PARN' 4.619307123590135e-08]
['BBS9' 4.613705212201642e-08]
['TULP1' 4.5949687781574784e-08]
['BBS2' 4.593522228224207e-08]
['PPAPDC1A' 4.5741457748153844e-08]
['DTX1' 4.5698816327391216e-08]
['ANKRD54' 4.5558918974607026e-08]
